run,metric,step,value
course-baseline-001,train KL,1164,0.5725981593132019
course-baseline-001,train KL,1165,0.827641487121582
course-baseline-001,train KL,1166,0.546541154384613
course-baseline-001,train KL,1167,0.7908666133880615
course-baseline-001,train KL,1168,0.42396342754364014
course-baseline-001,train KL,1169,0.7386573553085327
course-baseline-001,train KL,1170,0.7685933113098145
course-baseline-001,train KL,1171,0.44190940260887146
course-baseline-001,train KL,1172,0.8480918407440186
course-baseline-001,train KL,1173,0.49424323439598083
course-baseline-001,train KL,1174,0.6011033058166504
course-baseline-001,train KL,1175,1.287774920463562
course-baseline-001,train KL,1176,0.45017102360725403
course-baseline-001,train KL,1177,0.8209536075592041
course-baseline-001,train KL,1178,0.5973458290100098
course-baseline-001,train KL,1179,0.8184676170349121
course-baseline-001,train KL,1180,0.502254843711853
course-baseline-001,train KL,1181,0.6844881176948547
course-baseline-001,train KL,1182,0.97195965051651
course-baseline-001,train KL,1183,0.4338144063949585
course-baseline-001,train KL,1184,0.409883052110672
course-baseline-001,train KL,1185,0.8377164602279663
course-baseline-001,train KL,1186,0.8110731840133667
course-baseline-001,train KL,1187,0.6440524458885193
course-baseline-001,train KL,1188,0.5912965536117554
course-baseline-001,train KL,1189,0.40413564443588257
course-baseline-001,train KL,1190,0.6544488668441772
course-baseline-001,train KL,1191,0.3991928994655609
course-baseline-001,train KL,1192,0.9647504687309265
course-baseline-001,train KL,1193,0.4079081118106842
course-baseline-001,train KL,1194,0.9658914804458618
course-baseline-001,train KL,1195,0.7766014337539673
course-baseline-001,train KL,1196,0.576300859451294
course-baseline-001,train KL,1197,0.9185764789581299
course-baseline-001,train KL,1198,0.5583339929580688
course-baseline-001,train KL,1199,0.33831173181533813
course-baseline-001,train KL,1200,0.7827024459838867
course-baseline-001,train KL,1201,0.9496257901191711
course-baseline-001,train KL,1202,0.6957358121871948
course-baseline-001,train KL,1203,0.8327143788337708
course-baseline-001,train KL,1204,0.5885556936264038
course-baseline-001,train KL,1205,1.4239921569824219
course-baseline-001,train KL,1206,0.9802165031433105
course-baseline-001,train KL,1207,0.629953145980835
course-baseline-001,train KL,1208,0.7218449115753174
course-baseline-001,train KL,1209,0.7961151599884033
course-baseline-001,train KL,1210,0.6936578154563904
course-baseline-001,train KL,1211,0.7355263829231262
course-baseline-001,train KL,1212,0.7973126769065857
course-baseline-001,train KL,1213,0.7524641752243042
course-baseline-001,train KL,1214,0.6065133213996887
course-baseline-001,train KL,1215,0.769964873790741
course-baseline-001,train KL,1216,0.6739875078201294
course-baseline-001,train KL,1217,0.7062138915061951
course-baseline-001,train KL,1218,0.7217718362808228
course-baseline-001,train KL,1219,0.6965213418006897
course-baseline-001,train KL,1220,0.6284332275390625
course-baseline-001,train KL,1221,1.002844214439392
course-baseline-001,train KL,1222,0.6792659759521484
course-baseline-001,train KL,1223,0.9752288460731506
course-baseline-001,train KL,1224,0.8532958626747131
course-baseline-001,train KL,1225,0.592863142490387
course-baseline-001,train KL,1226,0.5568689703941345
course-baseline-001,train KL,1227,0.4823397696018219
course-baseline-001,train KL,1228,0.43662911653518677
course-baseline-001,train KL,1229,0.8397239446640015
course-baseline-001,train KL,1230,0.43833428621292114
course-baseline-001,train KL,1231,0.6021277904510498
course-baseline-001,train KL,1232,0.5646679997444153
course-baseline-001,train KL,1233,0.8976280689239502
course-baseline-001,train KL,1234,0.4802212715148926
course-baseline-001,train KL,1235,1.134832501411438
course-baseline-001,train KL,1236,0.6073987483978271
course-baseline-001,train KL,1237,0.34642279148101807
course-baseline-001,train KL,1238,0.790895938873291
course-baseline-001,train KL,1239,0.6190447807312012
course-baseline-001,train KL,1240,0.5800551772117615
course-baseline-001,train KL,1241,0.5437636971473694
course-baseline-001,train KL,1242,0.7472984194755554
course-baseline-001,train KL,1243,0.7676916122436523
course-baseline-001,train KL,1244,0.5073848366737366
course-baseline-001,train KL,1245,0.6273833513259888
course-baseline-001,train KL,1246,0.7950485944747925
course-baseline-001,train KL,1247,0.3774954378604889
course-baseline-001,train KL,1248,0.5017914772033691
course-baseline-001,train KL,1249,0.38762038946151733
course-baseline-001,train KL,1250,0.7528831362724304
course-baseline-001,train KL,1251,0.5231029987335205
course-baseline-001,train KL,1252,0.6769202351570129
course-baseline-001,train KL,1253,0.7514063119888306
course-baseline-001,train KL,1254,0.8536995053291321
course-baseline-001,train KL,1255,0.8863336443901062
course-baseline-001,train KL,1256,0.6150944828987122
course-baseline-001,train KL,1257,0.5655531287193298
course-baseline-001,train KL,1258,0.5355674624443054
course-baseline-001,train KL,1259,0.5943174958229065
course-baseline-001,train KL,1260,0.8610996603965759
course-baseline-001,train KL,1261,0.8675131797790527
course-baseline-001,train KL,1262,0.3273822069168091
course-baseline-001,train KL,1263,0.7487124800682068
course-baseline-001,train KL,1264,0.9110127091407776
course-baseline-001,train KL,1265,0.9097928404808044
course-baseline-001,train KL,1266,0.7912487387657166
course-baseline-001,train KL,1267,0.3985704779624939
course-baseline-001,train KL,1268,0.46451908349990845
course-baseline-001,train KL,1269,0.624564528465271
course-baseline-001,train KL,1270,0.962302565574646
course-baseline-001,train KL,1271,0.640448272228241
course-baseline-001,train KL,1272,1.0103497505187988
course-baseline-001,train KL,1273,0.6759653091430664
course-baseline-001,train KL,1274,0.5335069894790649
course-baseline-001,train KL,1275,0.6965997815132141
course-baseline-001,train KL,1276,1.0445674657821655
course-baseline-001,train KL,1277,0.6564337611198425
course-baseline-001,train KL,1278,0.8188222050666809
course-baseline-001,train KL,1279,1.0443973541259766
course-baseline-001,train KL,1280,0.7398023009300232
course-baseline-001,train KL,1281,0.9434614777565002
course-baseline-001,train KL,1282,0.7168627381324768
course-baseline-001,train KL,1283,0.5728708505630493
course-baseline-001,train KL,1284,0.7256028056144714
course-baseline-001,train KL,1285,0.7751121520996094
course-baseline-001,train KL,1286,0.8647050261497498
course-baseline-001,train KL,1287,0.5896151661872864
course-baseline-001,train KL,1288,0.8861923813819885
course-baseline-001,train KL,1289,0.2145339399576187
course-baseline-001,train KL,1290,0.5633875727653503
course-baseline-001,train KL,1291,0.8898236155509949
course-baseline-001,train KL,1292,0.6825045347213745
course-baseline-001,train KL,1293,0.5938207507133484
course-baseline-001,train KL,1294,0.6089258790016174
course-baseline-001,train KL,1295,0.8034743666648865
course-baseline-001,train KL,1296,0.7028223276138306
course-baseline-001,train KL,1297,0.944958508014679
course-baseline-001,train KL,1298,0.5794187188148499
course-baseline-001,train KL,1299,0.3760277330875397
course-baseline-001,train KL,1300,0.348804235458374
course-baseline-001,train KL,1301,0.6631695628166199
course-baseline-001,train KL,1302,0.6486111283302307
course-baseline-001,train KL,1303,0.7481825947761536
course-baseline-001,train KL,1304,0.3414662480354309
course-baseline-001,train KL,1305,0.37378793954849243
course-baseline-001,train KL,1306,0.7042835354804993
course-baseline-001,train KL,1307,0.44181719422340393
course-baseline-001,train KL,1308,0.6147814393043518
course-baseline-001,train KL,1309,0.524823784828186
course-baseline-001,train KL,1310,0.6217966079711914
course-baseline-001,train KL,1311,0.4137018322944641
course-baseline-001,train KL,1312,1.161829948425293
course-baseline-001,train KL,1313,0.9917783737182617
course-baseline-001,train KL,1314,0.3086898922920227
course-baseline-001,train KL,1315,0.6832295656204224
course-baseline-001,train KL,1316,0.7457015514373779
course-baseline-001,train KL,1317,0.7184068560600281
course-baseline-001,train KL,1318,0.546714723110199
course-baseline-001,train KL,1319,0.473369300365448
course-baseline-001,train KL,1320,0.6936765313148499
course-baseline-001,train KL,1321,0.5166551470756531
course-baseline-001,train KL,1322,0.6816129088401794
course-baseline-001,train KL,1323,0.5751967430114746
course-baseline-001,train KL,1324,0.5805273652076721
course-baseline-001,train KL,1325,0.753172755241394
course-baseline-001,train KL,1326,0.3362293243408203
course-baseline-001,train KL,1327,0.432180792093277
course-baseline-001,train KL,1328,0.6123319268226624
course-baseline-001,train KL,1329,0.49699217081069946
course-baseline-001,train KL,1330,0.46628719568252563
course-baseline-001,train KL,1331,0.4039815366268158
course-baseline-001,train KL,1332,0.3702009916305542
course-baseline-001,train KL,1333,0.5620499849319458
course-baseline-001,train KL,1334,0.4991667568683624
course-baseline-001,train KL,1335,0.6789569854736328
course-baseline-001,train KL,1336,0.4031401574611664
course-baseline-001,train KL,1337,0.40261930227279663
course-baseline-001,train KL,1338,0.4263193905353546
course-baseline-001,train KL,1339,0.5098010301589966
course-baseline-001,train KL,1340,0.2467804253101349
course-baseline-001,train KL,1341,0.5435054898262024
course-baseline-001,train KL,1342,0.35335418581962585
course-baseline-001,train KL,1343,0.5358831882476807
course-baseline-001,train KL,1344,0.426888108253479
course-baseline-001,train KL,1345,0.6087099313735962
course-baseline-001,train KL,1346,0.5862525105476379
course-baseline-001,train KL,1347,0.6361345052719116
course-baseline-001,train KL,1348,0.7036688327789307
course-baseline-001,train KL,1349,0.8948341012001038
course-baseline-001,train KL,1350,0.5169468522071838
course-baseline-001,train KL,1351,0.7913692593574524
course-baseline-001,train KL,1352,0.687450110912323
course-baseline-001,train KL,1353,0.2880561351776123
course-baseline-001,train KL,1354,0.4673933982849121
course-baseline-001,train KL,1355,0.7481529712677002
course-baseline-001,train KL,1356,0.38127538561820984
course-baseline-001,train KL,1357,0.4689503312110901
course-baseline-001,train KL,1358,0.5077528357505798
course-baseline-001,train KL,1359,0.6076622605323792
course-baseline-001,train KL,1360,0.3637700378894806
course-baseline-001,train KL,1361,0.4419710040092468
course-baseline-001,train KL,1362,0.6106481552124023
course-baseline-001,train KL,1363,0.6960411071777344
course-baseline-001,train KL,1364,0.3899250626564026
course-baseline-001,train KL,1365,0.5502492785453796
course-baseline-001,train KL,1366,0.36782094836235046
course-baseline-001,train KL,1367,0.5885688662528992
course-baseline-001,train KL,1368,0.7796589136123657
course-baseline-001,train KL,1369,0.5484929084777832
course-baseline-001,train KL,1370,1.174344539642334
course-baseline-001,train KL,1371,0.6515102982521057
course-baseline-001,train KL,1372,0.49612024426460266
course-baseline-001,train KL,1373,0.3636685013771057
course-baseline-001,train KL,1374,0.4389124810695648
course-baseline-001,train KL,1375,0.5516311526298523
course-baseline-001,train KL,1376,0.4687926471233368
course-baseline-001,train KL,1377,0.5078008770942688
course-baseline-001,train KL,1378,0.41231322288513184
course-baseline-001,train KL,1379,0.8354813456535339
course-baseline-001,train KL,1380,0.7154057621955872
course-baseline-001,train KL,1381,0.646614670753479
course-baseline-001,train KL,1382,0.47695764899253845
course-baseline-001,train KL,1383,0.34188905358314514
course-baseline-001,train KL,1384,0.5727569460868835
course-baseline-001,train KL,1385,0.6003861427307129
course-baseline-001,train KL,1386,0.4799243211746216
course-baseline-001,train KL,1387,0.4891758859157562
course-baseline-001,train KL,1388,0.27825474739074707
course-baseline-001,train KL,1389,0.3712822198867798
course-baseline-001,train KL,1390,0.7451688051223755
course-baseline-001,train KL,1391,0.8829911947250366
course-baseline-001,train KL,1392,0.4696318209171295
course-baseline-001,train KL,1393,0.6253135204315186
course-baseline-001,train KL,1394,0.600334882736206
course-baseline-001,train KL,1395,0.40779805183410645
course-baseline-001,train KL,1396,0.3639926314353943
course-baseline-001,train KL,1397,0.4261590540409088
course-baseline-001,train KL,1398,0.48784303665161133
course-baseline-001,train KL,1399,0.49644145369529724
course-baseline-001,train KL,1400,0.4616680443286896
course-baseline-001,train KL,1401,0.5829771757125854
course-baseline-001,train KL,1402,0.4116608798503876
course-baseline-001,train KL,1403,0.47644591331481934
course-baseline-001,train KL,1404,0.6543785333633423
course-baseline-001,train KL,1405,0.4727121591567993
course-baseline-001,train KL,1406,0.5379185080528259
course-baseline-001,train KL,1407,0.5231876373291016
course-baseline-001,train KL,1408,0.5381009578704834
course-baseline-001,train KL,1409,0.47174665331840515
course-baseline-001,train KL,1410,0.6156527996063232
course-baseline-001,train KL,1411,0.4934248924255371
course-baseline-001,train KL,1412,0.37514781951904297
course-baseline-001,train KL,1413,0.6964000463485718
course-baseline-001,train KL,1414,0.5644466876983643
course-baseline-001,train KL,1415,0.6977692246437073
course-baseline-001,train KL,1416,0.6244970560073853
course-baseline-001,train KL,1417,0.7283859848976135
course-baseline-001,train KL,1418,0.5078259706497192
course-baseline-001,train KL,1419,0.453504741191864
course-baseline-001,train KL,1420,0.5941316485404968
course-baseline-001,train KL,1421,0.535025954246521
course-baseline-001,train KL,1422,0.5997125506401062
course-baseline-001,train KL,1423,0.5388492941856384
course-baseline-001,train KL,1424,0.48160436749458313
course-baseline-001,train KL,1425,0.7199696898460388
course-baseline-001,train KL,1426,0.5416193008422852
course-baseline-001,train KL,1427,0.4588223695755005
course-baseline-001,train KL,1428,0.550434947013855
course-baseline-001,train KL,1429,0.5949877500534058
course-baseline-001,train KL,1430,0.6394602060317993
course-baseline-001,train KL,1431,0.44307708740234375
course-baseline-001,train KL,1432,0.4340592622756958
course-baseline-001,train KL,1433,0.49360665678977966
course-baseline-001,train KL,1434,0.3538125455379486
course-baseline-001,train KL,1435,0.6749840974807739
course-baseline-001,train KL,1436,0.39284926652908325
course-baseline-001,train KL,1437,0.45911499857902527
course-baseline-001,train KL,1438,0.4853218197822571
course-baseline-001,train KL,1439,0.4556540846824646
course-baseline-001,train KL,1440,0.5987753868103027
course-baseline-001,train KL,1441,0.7686675786972046
course-baseline-001,train KL,1442,0.609705924987793
course-baseline-001,train KL,1443,0.33426690101623535
course-baseline-001,train KL,1444,0.6605051159858704
course-baseline-001,train KL,1445,0.4026632308959961
course-baseline-001,train KL,1446,0.7174787521362305
course-baseline-001,train KL,1447,0.6998885273933411
course-baseline-001,train KL,1448,0.6794796586036682
course-baseline-001,train KL,1449,0.49627387523651123
course-baseline-001,train KL,1450,0.8166772723197937
course-baseline-001,train KL,1451,0.24717263877391815
course-baseline-001,train KL,1452,0.5607001781463623
course-baseline-001,train KL,1453,0.6629040241241455
course-baseline-001,train KL,1454,0.5422003865242004
course-baseline-001,train KL,1455,0.6393998861312866
course-baseline-001,train KL,1456,0.4553897976875305
course-baseline-001,train KL,1457,0.49473127722740173
course-baseline-001,train KL,1458,0.5537620782852173
course-baseline-001,train KL,1459,0.5744651556015015
course-baseline-001,train KL,1460,0.766482949256897
course-baseline-001,train KL,1461,0.7955000400543213
course-baseline-001,train KL,1462,0.8004231452941895
course-baseline-001,train KL,1463,0.6422263383865356
course-baseline-001,train KL,1464,0.8800031542778015
course-baseline-001,train KL,1465,0.6457014083862305
course-baseline-001,train KL,1466,0.493470698595047
course-baseline-001,train KL,1467,0.6573950052261353
course-baseline-001,train KL,1468,0.7318031787872314
course-baseline-001,train KL,1469,0.7687650322914124
course-baseline-001,train KL,1470,0.6361749172210693
course-baseline-001,train KL,1471,0.5901588201522827
course-baseline-001,train KL,1472,0.7131693363189697
course-baseline-001,train KL,1473,0.7518951892852783
course-baseline-001,train KL,1474,0.7750421166419983
course-baseline-001,train KL,1475,0.4710426330566406
course-baseline-001,train KL,1476,0.5601941347122192
course-baseline-001,train KL,1477,0.4341298043727875
course-baseline-001,train KL,1478,0.3889739513397217
course-baseline-001,train KL,1479,0.18095599114894867
course-baseline-001,train KL,1480,0.3579111099243164
course-baseline-001,train KL,1481,0.5869166254997253
course-baseline-001,train KL,1482,0.6153519749641418
course-baseline-001,train KL,1483,0.7006285190582275
course-baseline-001,train KL,1484,0.5148522257804871
course-baseline-001,train KL,1485,0.46106910705566406
course-baseline-001,train KL,1486,0.3134341835975647
course-baseline-001,train KL,1487,0.21741096675395966
course-baseline-001,train KL,1488,0.5567029118537903
course-baseline-001,train KL,1489,0.2573662996292114
course-baseline-001,train KL,1490,0.825645923614502
course-baseline-001,train KL,1491,0.4093935787677765
course-baseline-001,train KL,1492,0.6704082489013672
course-baseline-001,train KL,1493,0.6946841478347778
course-baseline-001,train KL,1494,0.5258848071098328
course-baseline-001,train KL,1495,0.4531591236591339
course-baseline-001,train KL,1496,0.5795354247093201
course-baseline-001,train KL,1497,1.1021815538406372
course-baseline-001,train KL,1498,0.6189123392105103
course-baseline-001,train KL,1499,0.6534138321876526
course-baseline-001,train KL,1500,0.4660715162754059
course-baseline-001,train KL,1501,0.5514199733734131
course-baseline-001,train KL,1502,0.4834238588809967
course-baseline-001,train KL,1503,0.5218237638473511
course-baseline-001,train KL,1504,1.0180295705795288
course-baseline-001,train KL,1505,0.5209547877311707
course-baseline-001,train KL,1506,0.715203583240509
course-baseline-001,train KL,1507,0.43491917848587036
course-baseline-001,train KL,1508,0.9093663096427917
course-baseline-001,train KL,1509,0.5010644793510437
course-baseline-001,train KL,1510,0.7945287227630615
course-baseline-001,train KL,1511,0.8669397830963135
course-baseline-001,train KL,1512,0.48308634757995605
course-baseline-001,train KL,1513,0.37243956327438354
course-baseline-001,train KL,1514,0.6355509161949158
course-baseline-001,train KL,1515,0.5912443399429321
course-baseline-001,train KL,1516,0.5576195120811462
course-baseline-001,train KL,1517,0.7004985809326172
course-baseline-001,train KL,1518,0.7239725589752197
course-baseline-001,train KL,1519,0.38136494159698486
course-baseline-001,train KL,1520,0.4573787450790405
course-baseline-001,train KL,1521,0.6040794849395752
course-baseline-001,train KL,1522,0.38096505403518677
course-baseline-001,train KL,1523,0.3849765360355377
course-baseline-001,train KL,1524,0.5868974328041077
course-baseline-001,train KL,1525,0.4355661869049072
course-baseline-001,train KL,1526,0.9348021149635315
course-baseline-001,train KL,1527,0.46360957622528076
course-baseline-001,train KL,1528,0.5067272186279297
course-baseline-001,train KL,1529,0.4682566523551941
course-baseline-001,train KL,1530,0.2789319157600403
course-baseline-001,train KL,1531,0.6808351278305054
course-baseline-001,train KL,1532,0.6234186291694641
course-baseline-001,train KL,1533,0.5955328941345215
course-baseline-001,train KL,1534,0.4273416996002197
course-baseline-001,train KL,1535,0.8289015889167786
course-baseline-001,train KL,1536,0.6925733089447021
course-baseline-001,train KL,1537,0.8067218065261841
course-baseline-001,train KL,1538,0.8170984983444214
course-baseline-001,train KL,1539,0.9313035607337952
course-baseline-001,train KL,1540,0.6351915597915649
course-baseline-001,train KL,1541,0.43170851469039917
course-baseline-001,train KL,1542,0.9066655039787292
course-baseline-001,train KL,1543,0.47387853264808655
course-baseline-001,train KL,1544,1.0120512247085571
course-baseline-001,train KL,1545,0.5621894598007202
course-baseline-001,train KL,1546,0.6823763251304626
course-baseline-001,train KL,1547,0.5658536553382874
course-baseline-001,train KL,1548,0.7559974193572998
course-baseline-001,train KL,1549,0.48616263270378113
course-baseline-001,train KL,1550,0.7869178056716919
course-baseline-001,train KL,1551,0.7118414044380188
course-baseline-001,train KL,1552,0.3528388738632202
course-baseline-001,train KL,1553,0.7538469433784485
course-baseline-001,train KL,1554,0.7504130005836487
course-baseline-001,train KL,1555,0.7768561840057373
course-baseline-001,train KL,1556,0.6618945002555847
course-baseline-001,train KL,1557,1.1913321018218994
course-baseline-001,train KL,1558,0.5036441683769226
course-baseline-001,train KL,1559,0.3709459900856018
course-baseline-001,train KL,1560,0.3849569857120514
course-baseline-001,train KL,1561,0.4534261226654053
course-baseline-001,train KL,1562,0.44863513112068176
course-baseline-001,train KL,1563,0.5367887616157532
course-baseline-001,train KL,1564,0.4098147451877594
course-baseline-001,train KL,1565,0.3494139015674591
course-baseline-001,train KL,1566,0.47314000129699707
course-baseline-001,train KL,1567,0.635509729385376
course-baseline-001,train KL,1568,0.7393074631690979
course-baseline-001,train KL,1569,0.7143186926841736
course-baseline-001,train KL,1570,0.4222930371761322
course-baseline-001,train KL,1571,0.396579772233963
course-baseline-001,train KL,1572,0.5311961770057678
course-baseline-001,train KL,1573,0.48543381690979004
course-baseline-001,train KL,1574,0.5273528099060059
course-baseline-001,train KL,1575,0.6984689235687256
course-baseline-001,train KL,1576,0.45059478282928467
course-baseline-001,train KL,1577,0.41706037521362305
course-baseline-001,train KL,1578,0.20806382596492767
course-baseline-001,train KL,1579,0.8968628644943237
course-baseline-001,train KL,1580,0.4866781532764435
course-baseline-001,train KL,1581,0.6552165150642395
course-baseline-001,train KL,1582,0.47910869121551514
course-baseline-001,train KL,1583,0.3965528905391693
course-baseline-001,train KL,1584,0.5445539355278015
course-baseline-001,train KL,1585,0.6701031923294067
course-baseline-001,train KL,1586,0.4907291531562805
course-baseline-001,train KL,1587,0.25115445256233215
course-baseline-001,train KL,1588,0.8909510374069214
course-baseline-001,train KL,1589,0.5653106570243835
course-baseline-001,train KL,1590,0.9216220378875732
course-baseline-001,train KL,1591,0.5676752328872681
course-baseline-001,train KL,1592,0.6252377033233643
course-baseline-001,train KL,1593,0.8825150728225708
course-baseline-001,train KL,1594,0.7237206101417542
course-baseline-001,train KL,1595,0.4715910255908966
course-baseline-001,train KL,1596,0.5699955821037292
course-baseline-001,train KL,1597,0.6127683520317078
course-baseline-001,train KL,1598,0.61660236120224
course-baseline-001,train KL,1599,0.32370033860206604
course-baseline-001,train KL,1600,0.5269834399223328
course-baseline-001,train KL,1601,0.4052730202674866
course-baseline-001,train KL,1602,0.48250237107276917
course-baseline-001,train KL,1603,0.5628703832626343
course-baseline-001,train KL,1604,0.27134236693382263
course-baseline-001,train KL,1605,0.4219456613063812
course-baseline-001,train KL,1606,0.503667414188385
course-baseline-001,train KL,1607,0.41706156730651855
course-baseline-001,train KL,1608,0.419512540102005
course-baseline-001,train KL,1609,0.7496042251586914
course-baseline-001,train KL,1610,0.3116024434566498
course-baseline-001,train KL,1611,0.34131714701652527
course-baseline-001,train KL,1612,0.5695796012878418
course-baseline-001,train KL,1613,0.9083964228630066
course-baseline-001,train KL,1614,0.523737370967865
course-baseline-001,train KL,1615,0.6793286204338074
course-baseline-001,train KL,1616,0.49650973081588745
course-baseline-001,train KL,1617,0.5245490670204163
course-baseline-001,train KL,1618,0.473391056060791
course-baseline-001,train KL,1619,0.35012173652648926
course-baseline-001,train KL,1620,0.577360212802887
course-baseline-001,train KL,1621,0.5786688923835754
course-baseline-001,train KL,1622,0.5515813827514648
course-baseline-001,train KL,1623,0.6512815952301025
course-baseline-001,train KL,1624,0.7355899214744568
course-baseline-001,train KL,1625,0.6888056397438049
course-baseline-001,train KL,1626,0.6917872428894043
course-baseline-001,train KL,1627,0.6560021638870239
course-baseline-001,train KL,1628,0.5729659199714661
course-baseline-001,train KL,1629,0.5554863810539246
course-baseline-001,train KL,1630,0.5075071454048157
course-baseline-001,train KL,1631,0.5533968806266785
course-baseline-001,train KL,1632,0.6843019723892212
course-baseline-001,train KL,1633,0.7789563536643982
course-baseline-001,train KL,1634,0.9150559902191162
course-baseline-001,train KL,1635,0.7419425249099731
course-baseline-001,train KL,1636,0.5332499146461487
course-baseline-001,train KL,1637,0.6661229729652405
course-baseline-001,train KL,1638,0.6274281144142151
course-baseline-001,train KL,1639,0.9512136578559875
course-baseline-001,train KL,1640,0.7403349280357361
course-baseline-001,train KL,1641,0.8592200875282288
course-baseline-001,train KL,1642,0.6345140337944031
course-baseline-001,train KL,1643,0.71225905418396
course-baseline-001,train KL,1644,0.5010064840316772
course-baseline-001,train KL,1645,0.5504589080810547
course-baseline-001,train KL,1646,0.7772213220596313
course-baseline-001,train KL,1647,0.4429831802845001
course-baseline-001,train KL,1648,0.6452338099479675
course-baseline-001,train KL,1649,0.7551549077033997
course-baseline-001,train KL,1650,0.640985369682312
course-baseline-001,train KL,1651,0.6161375045776367
course-baseline-001,train KL,1652,0.6227133870124817
course-baseline-001,train KL,1653,0.5495299696922302
course-baseline-001,train KL,1654,0.6498942375183105
course-baseline-001,train KL,1655,0.37526386976242065
course-baseline-001,train KL,1656,0.6657693386077881
course-baseline-001,train KL,1657,0.3040768802165985
course-baseline-001,train KL,1658,0.6679086685180664
course-baseline-001,train KL,1659,0.6131129860877991
course-baseline-001,train KL,1660,0.5539026260375977
course-baseline-001,train KL,1661,0.47582942247390747
course-baseline-001,train KL,1662,0.9993205070495605
course-baseline-001,train KL,1663,1.0050058364868164
course-baseline-001,train KL,1664,0.5463541746139526
course-baseline-001,train KL,1665,0.4622117578983307
course-baseline-001,train KL,1666,0.809670090675354
course-baseline-001,train KL,1667,0.5913931727409363
course-baseline-001,train KL,1668,0.5104026794433594
course-baseline-001,train KL,1669,0.7331945896148682
course-baseline-001,train KL,1670,0.5999835729598999
course-baseline-001,train KL,1671,0.3194288909435272
course-baseline-001,train KL,1672,0.4372274577617645
course-baseline-001,train KL,1673,0.4088788330554962
course-baseline-001,train KL,1674,0.6264240741729736
course-baseline-001,train KL,1675,0.4260493218898773
course-baseline-001,train KL,1676,0.43397706747055054
course-baseline-001,train KL,1677,0.8347457051277161
course-baseline-001,train KL,1678,0.6591073870658875
course-baseline-001,train KL,1679,0.6810098886489868
course-baseline-001,train KL,1680,0.6067391633987427
course-baseline-001,train KL,1681,0.6840195655822754
course-baseline-001,train KL,1682,0.8880759477615356
course-baseline-001,train KL,1683,0.576225757598877
course-baseline-001,train KL,1684,0.5809953808784485
course-baseline-001,train KL,1685,0.9259437322616577
course-baseline-001,train KL,1686,0.734229326248169
course-baseline-001,train KL,1687,0.826316773891449
course-baseline-001,train KL,1688,0.4758996069431305
course-baseline-001,train KL,1689,1.2636111974716187
course-baseline-001,train KL,1690,0.6940036416053772
course-baseline-001,train KL,1691,0.40129032731056213
course-baseline-001,train KL,1692,0.7014474868774414
course-baseline-001,train KL,1693,0.8062393665313721
course-baseline-001,train KL,1694,0.5467790961265564
course-baseline-001,train KL,1695,0.49474263191223145
course-baseline-001,train KL,1696,0.39142918586730957
course-baseline-001,train KL,1697,0.6508499979972839
course-baseline-001,train KL,1698,0.46155428886413574
course-baseline-001,train KL,1699,0.447970986366272
course-baseline-001,train KL,1700,0.8449773192405701
course-baseline-001,train KL,1701,0.7543825507164001
course-baseline-001,train KL,1702,0.49899014830589294
course-baseline-001,train KL,1703,0.6865741610527039
course-baseline-001,train KL,1704,1.0180208683013916
course-baseline-001,train KL,1705,0.6023046970367432
course-baseline-001,train KL,1706,0.5636431574821472
course-baseline-001,train KL,1707,0.40092095732688904
course-baseline-001,train KL,1708,0.531909704208374
course-baseline-001,train KL,1709,0.4436922073364258
course-baseline-001,train KL,1710,0.3483532667160034
course-baseline-001,train KL,1711,0.6228651404380798
course-baseline-001,train KL,1712,0.46974191069602966
course-baseline-001,train KL,1713,0.3849909007549286
course-baseline-001,train KL,1714,0.6280256509780884
course-baseline-001,train KL,1715,0.6720186471939087
course-baseline-001,train KL,1716,0.6766760349273682
course-baseline-001,train KL,1717,0.543013334274292
course-baseline-001,train KL,1718,0.5099532604217529
course-baseline-001,train KL,1719,0.893808126449585
course-baseline-001,train KL,1720,0.5364933609962463
course-baseline-001,train KL,1721,0.5896157622337341
course-baseline-001,train KL,1722,0.5726861357688904
course-baseline-001,train KL,1723,0.4922099709510803
course-baseline-001,train KL,1724,0.5642806887626648
course-baseline-001,train KL,1725,0.5171281695365906
course-baseline-001,train KL,1726,0.6855429410934448
course-baseline-001,train KL,1727,0.5277805924415588
course-baseline-001,train KL,1728,0.46581563353538513
course-baseline-001,train KL,1729,0.44694235920906067
course-baseline-001,train KL,1730,0.5329344868659973
course-baseline-001,train KL,1731,0.5869144201278687
course-baseline-001,train KL,1732,0.618469774723053
course-baseline-001,train KL,1733,0.5673573017120361
course-baseline-001,train KL,1734,0.46799686551094055
course-baseline-001,train KL,1735,0.4881480038166046
course-baseline-001,train KL,1736,0.5220061540603638
course-baseline-001,train KL,1737,0.6503880620002747
course-baseline-001,train KL,1738,0.3704233169555664
course-baseline-001,train KL,1739,0.5727855563163757
course-baseline-001,train KL,1740,0.5804415941238403
course-baseline-001,train KL,1741,0.5166983008384705
course-baseline-001,train KL,1742,0.9342066049575806
course-baseline-001,train KL,1743,0.6317818760871887
course-baseline-001,train KL,1744,0.6365537047386169
course-baseline-001,train KL,1745,0.5486285090446472
course-baseline-001,train KL,1746,0.5304651856422424
course-baseline-001,train KL,1747,0.42298105359077454
course-baseline-001,train KL,1748,0.6053794026374817
